seed,alg,layer,err,n
3,QAOA,10,0.0629249523475528,4
3,QAOA,12,0.050705254426626434,4
3,QAOA,14,0.004628479424097387,4
3,QAOA,16,0.014537515288677971,4
3,QAOA,18,3.650871054805549e-6,4
3,QAOA,20,1.7763568394002505e-15,4
3,QAOA,22,1.0e-15,4
3,QAOA,24,2.220446049250313e-15,4
3,QAOA,26,1.0e-15,4
3,QAOA,28,1.0e-15,4
3,QAOA,30,2.6645352591003757e-15,4
3,QAOA,32,3.1086244689504383e-15,4
3,QAOA,34,1.7763568394002505e-15,4
3,QAOA,36,1.0e-15,4
3,QAOA,38,2.6645352591003757e-15,4
4,ADAPT,2,1.1757017037246222,4
4,ADAPT,3,0.6759265037756181,4
4,ADAPT,4,0.33584986651412096,4
4,ADAPT,5,4.11587413360337e-5,4
4,ADAPT,6,2.5102194251669374e-5,4
4,ADAPT,7,5.9836254826528545e-6,4
4,ADAPT,8,5.893245820232096e-6,4
4,ADAPT,9,1.0532614780345284e-9,4
4,ADAPT,10,1.7254064843541528e-10,4
4,ADAPT,11,1.5156320642972787e-10,4
4,ADAPT,12,1.4612888676879265e-10,4
4,ADAPT,13,3.552713678800501e-14,4
4,ADAPT,14,2.1760371282653068e-14,4
4,ADAPT,15,4.707345624410664e-14,4
4,ADAPT,16,5.0182080713057076e-14,4
4,ADAPT,17,4.3520742565306136e-14,4
4,ADAPT,18,2.6645352591003757e-14,4
4,ADAPT,19,2.4424906541753444e-14,4
4,ADAPT,20,1.509903313490213e-14,4
4,ADAPT,21,1.5987211554602254e-14,4
4,ADAPT,22,1.2434497875801753e-14,4
4,ADAPT,23,1.0e-15,4
4,ADAPT,24,1.0e-15,4
4,ADAPT,25,1.0e-15,4
4,ADAPT,26,1.0e-15,4
4,ADAPT,27,1.0e-15,4
4,ADAPT,28,1.0e-15,4
4,ADAPT,29,1.0e-15,4
4,ADAPT,30,1.0e-15,4
4,ADAPT,31,1.0e-15,4
4,ADAPT,32,1.0e-15,4
4,ADAPT,33,1.0e-15,4
4,ADAPT,34,1.0e-15,4
4,ADAPT,35,1.0e-15,4
4,ADAPT,36,1.0e-15,4
4,ADAPT,37,1.0e-15,4
4,ADAPT,38,1.0e-15,4
4,ADAPT,39,1.0e-15,4
4,ADAPT,40,1.0e-15,4
4,ADAPT,41,1.0e-15,4
4,ADAPT,42,1.0e-15,4
4,QAOA,2,0.6008217959163691,4
4,QAOA,4,0.6008217959163686,4
4,QAOA,6,0.21600605800106054,4
4,QAOA,8,0.06391134858988279,4
4,QAOA,10,0.003840747728897753,4
4,QAOA,12,0.0004187160825299685,4
4,QAOA,14,0.0037546378876793796,4
4,QAOA,16,0.00010400717256997538,4
4,QAOA,18,1.0e-15,4
4,QAOA,20,1.0e-15,4
4,QAOA,22,1.0e-15,4
4,QAOA,24,1.0e-15,4
4,QAOA,26,5.329070518200751e-15,4
4,QAOA,28,1.0e-15,4
4,QAOA,30,7.549516567451064e-15,4
4,QAOA,32,3.1086244689504383e-15,4
4,QAOA,34,3.1086244689504383e-15,4
4,QAOA,36,3.552713678800501e-15,4
4,QAOA,38,1.0e-15,4
5,ADAPT,2,0.8615619641661096,4
5,ADAPT,3,0.3841480022988868,4
5,ADAPT,4,0.07600010706980642,4
5,ADAPT,5,1.7016917130963094e-5,4
5,ADAPT,6,1.4121217774221151e-5,4
5,ADAPT,7,1.2207707933864498e-5,4
5,ADAPT,8,1.204581666058857e-5,4
5,ADAPT,9,1.2014591963538379e-5,4
5,ADAPT,10,7.306742768609098e-6,4
5,ADAPT,11,4.970193145936719e-9,4
5,ADAPT,12,2.2851809333701567e-10,4
5,ADAPT,13,1.048938713665848e-12,4
5,ADAPT,14,4.39648317751562e-13,4
5,ADAPT,15,8.881784197001252e-16,4
5,ADAPT,16,9.769962616701378e-15,4
5,ADAPT,17,5.329070518200751e-15,4
5,ADAPT,18,9.769962616701378e-15,4
5,ADAPT,19,5.773159728050814e-15,4
5,ADAPT,20,1.0e-15,4
5,ADAPT,21,1.0e-15,4
5,ADAPT,22,1.0e-15,4
5,ADAPT,23,1.0e-15,4
5,ADAPT,24,1.0e-15,4
5,ADAPT,25,1.0e-15,4
5,ADAPT,26,1.0e-15,4
5,ADAPT,27,1.0e-15,4
5,ADAPT,28,1.0e-15,4
5,ADAPT,29,1.0e-15,4
5,ADAPT,30,1.0e-15,4
5,ADAPT,31,1.0e-15,4
5,ADAPT,32,1.0e-15,4
5,ADAPT,33,1.0e-15,4
5,ADAPT,34,1.0e-15,4
5,ADAPT,35,1.0e-15,4
5,ADAPT,36,1.0e-15,4
5,ADAPT,37,1.199040866595169e-14,4
5,ADAPT,38,1.7319479184152442e-14,4
5,ADAPT,39,1.3322676295501878e-14,4
5,ADAPT,40,1.3766765505351941e-14,4
5,ADAPT,41,1.3766765505351941e-14,4
5,ADAPT,42,1.8207657603852567e-14,4
5,QAOA,2,0.3707335323448988,4
5,QAOA,4,0.37073353234490125,4
5,QAOA,6,0.1832914212707717,4
5,QAOA,8,0.013031031671512316,4
5,QAOA,10,0.0330915312077531,4
5,QAOA,12,0.021717002983836498,4
5,QAOA,14,0.0013233936142769132,4
5,QAOA,16,1.0e-15,4
5,QAOA,18,4.884981308350689e-15,4
5,QAOA,20,2.220446049250313e-15,4
5,QAOA,22,1.0e-15,4
5,QAOA,24,1.0e-15,4
5,QAOA,26,1.0e-15,4
5,QAOA,28,1.0e-15,4
5,QAOA,30,5.773159728050814e-15,4
5,QAOA,32,2.6645352591003757e-15,4
5,QAOA,34,1.0e-15,4
5,QAOA,36,7.105427357601002e-15,4
5,QAOA,38,1.0e-15,4
6,ADAPT,2,0.9327655253048683,4
6,ADAPT,3,0.4509011045009441,4
6,ADAPT,4,0.24094685465363375,4
6,ADAPT,5,2.5775516132586773e-5,4
6,ADAPT,6,1.9101773757856932e-5,4
6,ADAPT,7,2.118203899836857e-6,4
6,ADAPT,8,1.850245782364368e-6,4
6,ADAPT,9,1.962014550827007e-9,4
6,ADAPT,10,3.29023919221072e-10,4
6,ADAPT,11,2.7343460828888055e-10,4
6,ADAPT,12,1.0293899066482481e-10,4
6,ADAPT,13,2.999334114406338e-11,4
6,ADAPT,14,1.3322676295501878e-14,4
6,ADAPT,15,3.9968028886505635e-15,4
6,ADAPT,16,1.1102230246251565e-14,4
6,ADAPT,17,9.325873406851315e-15,4
6,ADAPT,18,2.1760371282653068e-14,4
6,ADAPT,19,2.7533531010703882e-14,4
6,ADAPT,20,4.4853010194856324e-14,4
6,ADAPT,21,6.261657858885883e-14,4
6,ADAPT,22,6.927791673660977e-14,4
6,ADAPT,23,7.327471962526033e-14,4
6,ADAPT,24,7.682743330406083e-14,4
6,ADAPT,25,7.593925488436071e-14,4
6,ADAPT,26,8.837375276016246e-14,4
6,ADAPT,27,1.0258460747536446e-13,4
6,ADAPT,28,1.1590728377086634e-13,4
6,ADAPT,29,1.176836406102666e-13,4
6,ADAPT,30,1.2434497875801753e-13,4
6,ADAPT,31,1.4033219031261979e-13,4
6,ADAPT,32,1.5898393712632242e-13,4
6,ADAPT,33,1.7275070263167436e-13,4
6,ADAPT,34,1.8918200339612667e-13,4
6,ADAPT,35,2.0694557179012918e-13,4
6,ADAPT,36,2.1671553440683056e-13,4
6,ADAPT,37,2.3092638912203256e-13,4
6,ADAPT,38,2.504663143554353e-13,4
6,ADAPT,39,2.708944180085382e-13,4
6,ADAPT,40,2.97983859809392e-13,4
6,ADAPT,41,3.19300141882195e-13,4
6,ADAPT,42,3.410605131648481e-13,4
6,QAOA,2,0.4672330650571084,4
6,QAOA,4,0.31063648943588595,4
6,QAOA,6,0.14527272327951435,4
6,QAOA,8,0.009086355478452823,4
6,QAOA,10,0.03775374940599452,4
6,QAOA,12,1.4730026942633145e-5,4
6,QAOA,14,4.164804028761182e-6,4
6,QAOA,16,3.9968028886505635e-15,4
6,QAOA,18,1.0e-15,4
6,QAOA,20,5.773159728050814e-15,4
6,QAOA,22,1.0e-15,4
6,QAOA,24,1.7763568394002505e-15,4
6,QAOA,26,8.881784197001252e-15,4
6,QAOA,28,4.440892098500626e-15,4
6,QAOA,30,6.217248937900877e-15,4
6,QAOA,32,1.0e-15,4
6,QAOA,34,1.0e-15,4
6,QAOA,36,3.1086244689504383e-15,4
6,QAOA,38,6.661338147750939e-15,4
7,ADAPT,2,1.050185698179388,4
7,ADAPT,3,0.5634890628269673,4
7,ADAPT,4,0.09469648459804869,4
7,ADAPT,5,0.09465301586215569,4
7,ADAPT,6,0.09464514940263236,4
7,ADAPT,7,2.9036876867394312e-6,4
7,ADAPT,8,9.993735408109217e-7,4
7,ADAPT,9,4.881707571513516e-8,4
7,ADAPT,10,1.4358789268698047e-8,4
7,ADAPT,11,4.2470573724529e-9,4
7,ADAPT,12,4.160443545231374e-9,4
7,ADAPT,13,2.9334845663697706e-10,4
7,ADAPT,14,3.552713678800501e-15,4
7,ADAPT,15,3.1086244689504383e-15,4
7,ADAPT,16,7.993605777301127e-15,4
7,ADAPT,17,2.6645352591003757e-15,4
7,ADAPT,18,5.773159728050814e-15,4
7,ADAPT,19,1.0e-15,4
7,ADAPT,20,1.0e-15,4
7,ADAPT,21,1.0e-15,4
7,ADAPT,22,1.0e-15,4
7,ADAPT,23,1.0e-15,4
7,ADAPT,24,1.0e-15,4
7,ADAPT,25,1.0e-15,4
7,ADAPT,26,1.0e-15,4
7,ADAPT,27,1.0e-15,4
7,ADAPT,28,1.0e-15,4
7,ADAPT,29,1.0e-15,4
7,ADAPT,30,1.0e-15,4
7,ADAPT,31,1.0e-15,4
7,ADAPT,32,1.0e-15,4
7,ADAPT,33,1.0e-15,4
7,ADAPT,34,1.0e-15,4
7,ADAPT,35,1.0e-15,4
7,ADAPT,36,1.0e-15,4
7,ADAPT,37,1.0e-15,4
7,ADAPT,38,1.0e-15,4
7,ADAPT,39,1.0e-15,4
7,ADAPT,40,1.0e-15,4
7,ADAPT,41,1.0e-15,4
7,ADAPT,42,1.0e-15,4
7,QAOA,2,1.050185698179388,4
7,QAOA,4,0.2772249264775879,4
7,QAOA,6,0.2515046287744429,4
7,QAOA,8,0.08595207306615382,4
7,QAOA,10,0.11322425757831711,4
7,QAOA,12,0.07082288346962562,4
7,QAOA,14,0.03361147641693529,4
7,QAOA,16,0.0006171798315826038,4
7,QAOA,18,1.7763568394002505e-15,4
7,QAOA,20,1.0e-15,4
7,QAOA,22,1.0e-15,4
7,QAOA,24,1.7763568394002505e-15,4
7,QAOA,26,1.0e-15,4
7,QAOA,28,1.0e-15,4
7,QAOA,30,1.7763568394002505e-15,4
7,QAOA,32,2.6645352591003757e-15,4
7,QAOA,34,1.7763568394002505e-15,4
7,QAOA,36,1.0e-15,4
7,QAOA,38,1.0e-15,4
8,ADAPT,2,0.6985117100116078,4
8,ADAPT,3,0.2807560949494765,4
8,ADAPT,4,0.04921338149414778,4
8,ADAPT,5,0.04920517856811624,4
8,ADAPT,6,0.04919867100654729,4
8,ADAPT,7,0.002670015565558348,4
8,ADAPT,8,0.00027898110287694067,4
8,ADAPT,9,1.6685301125196617e-5,4
8,ADAPT,10,1.0151956337800527e-6,4
8,ADAPT,11,5.685729842497267e-8,4
8,ADAPT,12,3.87247522937173e-9,4
8,ADAPT,13,5.373594902380319e-10,4
8,ADAPT,14,1.546274219776933e-11,4
8,ADAPT,15,2.355449169044732e-12,4
8,ADAPT,16,8.029132914089132e-13,4
8,ADAPT,17,2.2648549702353193e-14,4
8,ADAPT,18,1.900701818158268e-13,4
8,ADAPT,19,8.570921750106208e-14,4
8,ADAPT,20,1.2434497875801753e-13,4
8,ADAPT,21,1.305622276959184e-13,4
8,ADAPT,22,1.1057821325266559e-13,4
8,ADAPT,23,1.1501910535116622e-13,4
8,ADAPT,24,1.2212453270876722e-13,4
8,ADAPT,25,1.0524914273446484e-13,4
8,ADAPT,26,1.176836406102666e-13,4
8,ADAPT,27,1.3633538742396922e-13,4
8,ADAPT,28,1.2301271112846734e-13,4
8,ADAPT,29,1.4566126083082054e-13,4
8,ADAPT,30,1.4344081478157023e-13,4
8,ADAPT,31,1.5543122344752192e-13,4
8,ADAPT,32,1.7319479184152442e-13,4
8,ADAPT,33,1.687538997430238e-13,4
8,ADAPT,34,1.6786572132332367e-13,4
8,ADAPT,35,1.9051427102567686e-13,4
8,ADAPT,36,2.007283228522283e-13,4
8,ADAPT,37,2.1227464230832993e-13,4
8,ADAPT,38,2.1183055309847987e-13,4
8,ADAPT,39,2.1316282072803006e-13,4
8,ADAPT,40,2.349231920106831e-13,4
8,ADAPT,41,2.5268676040468563e-13,4
8,ADAPT,42,2.402522625288839e-13,4
8,QAOA,2,0.2908927227304998,4
8,QAOA,4,0.1704579682958478,4
8,QAOA,6,0.09135501408211288,4
8,QAOA,8,0.05772670973254046,4
8,QAOA,10,0.045224759310240614,4
8,QAOA,12,0.0394243251958617,4
8,QAOA,14,0.03140948833062884,4
8,QAOA,16,0.027129042407406878,4
8,QAOA,18,0.013493350382211222,4
8,QAOA,20,0.05025936454148017,4
8,QAOA,22,0.018028823638971403,4
8,QAOA,24,4.884981308350689e-15,4
8,QAOA,26,0.001163102207130784,4
8,QAOA,28,0.0002484913409013245,4
8,QAOA,30,1.0e-15,4
8,QAOA,32,4.440892098500626e-15,4
8,QAOA,34,1.3322676295501878e-15,4
8,QAOA,36,1.0e-15,4
8,QAOA,38,1.0e-15,4
9,ADAPT,2,0.715780930109903,4
9,ADAPT,3,0.31632367511217985,4
9,ADAPT,4,0.15691373818661525,4
9,ADAPT,5,0.15689953304982351,4
9,ADAPT,6,2.11943571444273e-5,4
9,ADAPT,7,3.621793196018075e-6,4
9,ADAPT,8,1.7960677305417505e-6,4
9,ADAPT,9,1.4010950408760436e-6,4
9,ADAPT,10,7.877987862059399e-8,4
9,ADAPT,11,2.932849074710475e-9,4
9,ADAPT,12,3.7784575468435833e-10,4
9,ADAPT,13,2.5599478092885875e-10,4
9,ADAPT,14,2.478421912144313e-10,4
9,ADAPT,15,2.4464474890351084e-10,4
9,ADAPT,16,1.0e-15,4
9,ADAPT,17,1.0e-15,4
9,ADAPT,18,1.0e-15,4
9,ADAPT,19,1.0e-15,4
9,ADAPT,20,1.0e-15,4
9,ADAPT,21,1.0e-15,4
9,ADAPT,22,1.0e-15,4
9,ADAPT,23,1.0e-15,4
9,ADAPT,24,1.0e-15,4
9,ADAPT,25,1.0e-15,4
9,ADAPT,26,1.0e-15,4
9,ADAPT,27,1.0e-15,4
9,ADAPT,28,1.0e-15,4
9,ADAPT,29,1.0e-15,4
9,ADAPT,30,1.0e-15,4
9,ADAPT,31,1.0e-15,4
9,ADAPT,32,1.0e-15,4
9,ADAPT,33,1.0e-15,4
9,ADAPT,34,1.0e-15,4
9,ADAPT,35,1.0e-15,4
9,ADAPT,36,1.0e-15,4
9,ADAPT,37,1.0e-15,4
9,ADAPT,38,1.0e-15,4
9,ADAPT,39,1.0e-15,4
9,ADAPT,40,1.0e-15,4
9,ADAPT,41,1.0e-15,4
9,ADAPT,42,1.0e-15,4
9,QAOA,2,0.31210271972220305,4
9,QAOA,4,0.23983549052959052,4
9,QAOA,6,0.1446790395418529,4
9,QAOA,8,0.1467225469781921,4
9,QAOA,10,0.014370089707565814,4
9,QAOA,12,0.006538335096311965,4
9,QAOA,14,4.473035465446529e-5,4
9,QAOA,16,5.3418279429617854e-5,4
9,QAOA,18,2.093724441110112e-5,4
9,QAOA,20,2.670371619561962e-5,4
9,QAOA,22,3.610116049435064e-5,4
9,QAOA,24,4.261868489496834e-5,4
9,QAOA,26,1.3607148865446561e-5,4
9,QAOA,28,1.6906599539012745e-5,4
9,QAOA,30,5.332873864061227e-5,4
9,QAOA,32,2.3051352242120515e-5,4
9,QAOA,34,3.029725625935953e-8,4
9,QAOA,36,1.0e-15,4
9,QAOA,38,2.1152839955185243e-6,4
10,ADAPT,2,0.8032423467639818,4
10,ADAPT,3,0.36110043998949504,4
10,ADAPT,4,0.03929494484659335,4
10,ADAPT,5,0.03927904140164795,4
10,ADAPT,6,0.03927596028643032,4
10,ADAPT,7,0.03927179453140983,4
10,ADAPT,8,0.002071886724780203,4
10,ADAPT,9,0.00022311013476672414,4
10,ADAPT,10,3.61719107480063e-5,4
10,ADAPT,11,2.1204660249907192e-9,4
10,ADAPT,12,1.705884322689144e-10,4
10,ADAPT,13,5.467981623041851e-11,4
10,ADAPT,14,1.0e-15,4
10,ADAPT,15,1.0e-15,4
10,ADAPT,16,1.0e-15,4
10,ADAPT,17,1.0e-15,4
10,ADAPT,18,1.0e-15,4
10,ADAPT,19,1.0e-15,4
10,ADAPT,20,1.0e-15,4
10,ADAPT,21,1.0e-15,4
10,ADAPT,22,1.0e-15,4
10,ADAPT,23,1.0e-15,4
10,ADAPT,24,1.0e-15,4
10,ADAPT,25,1.0e-15,4
10,ADAPT,26,1.0e-15,4
10,ADAPT,27,1.0e-15,4
10,ADAPT,28,1.0e-15,4
10,ADAPT,29,1.0e-15,4
10,ADAPT,30,1.0e-15,4
10,ADAPT,31,1.0e-15,4
10,ADAPT,32,1.0e-15,4
10,ADAPT,33,1.0e-15,4
10,ADAPT,34,1.0e-15,4
10,ADAPT,35,1.0e-15,4
10,ADAPT,36,1.0e-15,4
10,ADAPT,37,1.0e-15,4
10,ADAPT,38,1.0e-15,4
10,ADAPT,39,1.0e-15,4
10,ADAPT,40,1.0e-15,4
10,ADAPT,41,1.0e-15,4
10,ADAPT,42,1.0e-15,4
10,QAOA,2,0.3068512206907168,4
10,QAOA,4,0.21504214826915868,4
10,QAOA,6,0.09693019735332342,4
10,QAOA,8,0.08500222327017992,4
10,QAOA,10,0.05580446183335752,4
10,QAOA,12,0.02969065796802628,4
10,QAOA,14,0.04148022322751288,4
10,QAOA,16,0.0281377423013649,4
10,QAOA,18,0.011050823820302202,4
10,QAOA,20,0.008406170963532578,4
10,QAOA,22,0.01507014594938072,4
10,QAOA,24,0.013376636271287712,4
10,QAOA,26,0.004336041645339073,4
10,QAOA,28,0.010462602029451151,4
10,QAOA,30,0.00010860425973913124,4
10,QAOA,32,0.0019684395181638337,4
10,QAOA,34,1.0e-15,4
10,QAOA,36,2.6645352591003757e-15,4
10,QAOA,38,0.0015722656881140828,4
11,ADAPT,2,0.8190554395900123,4
11,ADAPT,3,0.34754623193199397,4
11,ADAPT,4,0.010778263767234009,4
11,ADAPT,5,1.3056088593810244e-5,4
11,ADAPT,6,9.699372246707583e-6,4
11,ADAPT,7,8.570488161385725e-6,4
11,ADAPT,8,4.637428136167188e-6,4
11,ADAPT,9,5.65387777484716e-7,4
11,ADAPT,10,3.930267546969901e-7,4
11,ADAPT,11,3.8758931664162333e-7,4
11,ADAPT,12,3.525988336861019e-7,4
11,ADAPT,13,1.655838488545669e-8,4
11,ADAPT,14,7.244085331592487e-9,4
11,ADAPT,15,3.2817895068149028e-9,4
11,ADAPT,16,3.871125642262996e-12,4
11,ADAPT,17,4.75175454539567e-14,4
11,ADAPT,18,3.823608096809039e-12,4
11,ADAPT,19,6.17284001691587e-14,4
11,ADAPT,20,3.749445198764079e-12,4
11,ADAPT,21,2.1760371282653068e-13,4
11,ADAPT,22,4.073186232744774e-12,4
11,ADAPT,23,2.531308496145357e-14,4
11,ADAPT,24,2.7977620220553945e-14,4
11,ADAPT,25,5.46229728115577e-14,4
11,ADAPT,26,1.1324274851176597e-13,4
11,ADAPT,27,1.9539925233402755e-13,4
11,ADAPT,28,2.873257187729905e-13,4
11,ADAPT,29,1.3145040611561853e-13,4
11,ADAPT,30,3.352873534367973e-13,4
11,ADAPT,31,1.9939605522267811e-13,4
11,ADAPT,32,3.228528555609955e-13,4
11,ADAPT,33,2.9043434324194095e-13,4
11,ADAPT,34,4.0678571622265736e-13,4
11,ADAPT,35,3.7969627442180354e-13,4
11,ADAPT,36,4.884981308350689e-13,4
11,ADAPT,37,6.892264536872972e-13,4
11,ADAPT,38,5.186961971048731e-13,4
11,ADAPT,39,7.496225862269057e-13,4
11,ADAPT,40,6.59916565837193e-13,4
11,ADAPT,41,6.16839912481737e-13,4
11,ADAPT,42,7.44737604918555e-13,4
11,QAOA,2,0.3006944243440377,4
11,QAOA,4,0.13463898034426425,4
11,QAOA,6,0.007433329672881239,4
11,QAOA,8,0.006861832807787405,4
11,QAOA,10,0.004958436000887634,4
11,QAOA,12,0.0002706125853548791,4
11,QAOA,14,3.5986110379582215e-5,4
11,QAOA,16,2.2446283094001984e-5,4
11,QAOA,18,8.43769498715119e-15,4
11,QAOA,20,5.052273483485692e-5,4
11,QAOA,22,1.7256621909211844e-8,4
11,QAOA,24,1.4085847377387495e-7,4
11,QAOA,26,3.9966636666832756e-8,4
11,QAOA,28,1.4576961859802395e-10,4
11,QAOA,30,4.0836178882841523e-10,4
11,QAOA,32,3.1086244689504383e-15,4
