seed,alg,layer,err,n,overlap,time,rel_err,apprx
2,2l,15,4.1676884166008676e-11,4,0.9999999999171426,3.3232150077819824,1.6795716089772253e-11,0.9999999999832043
2,2l,16,4.1668002381811675e-11,4,0.9999999999171612,3.3232150077819824,1.6792136745281208e-11,0.9999999999832079
2,2l,17,4.1664449668132875e-11,4,0.9999999999171778,3.3232150077819824,1.679070500748479e-11,0.9999999999832093
2,2l,18,4.165245925946692e-11,4,0.9999999999171969,3.3232150077819824,1.6785872892421882e-11,0.9999999999832141
2,2l,19,4.163558386949262e-11,4,0.9999999999172186,3.3232150077819824,1.67790721378889e-11,0.999999999983221
2,2l,20,4.162581390687592e-11,4,0.9999999999172378,3.3232150077819824,1.677513485894875e-11,0.9999999999832249
2,2l,21,4.162226119319712e-11,4,0.9999999999172541,3.3232150077819824,1.6773703121152336e-11,0.9999999999832263
3,2l,1,0.7083720638864839,4,0.12500000000000017,4.289563179016113,0.31601745311858115,0.6839825468814189
3,2l,2,0.21754237941267363,4,0.2499939017531181,4.289563179016113,0.0970495481007081,0.9029504518992919
3,2l,3,0.05446059317621055,4,0.4999711489279799,4.289563179016113,0.024295845119085904,0.9757041548809141
3,2l,4,1.6698522143698824e-5,4,0.9999651983308516,4.289563179016113,7.449509527159405e-6,0.9999925504904729
3,2l,5,5.9391329987334984e-6,4,0.9999681454040279,4.289563179016113,2.6495535039804288e-6,0.9999973504464961
3,2l,6,2.7068571828436916e-7,4,0.9999984204803839,4.289563179016113,1.207577425039563e-7,0.9999998792422575
3,2l,7,3.436481943452918e-8,4,0.9999997592891658,4.289563179016113,1.5330760864561877e-8,0.9999999846692391
3,2l,8,1.490585521679577e-8,4,0.9999999268120027,4.289563179016113,6.649768733569047e-9,0.9999999933502313
3,2l,9,3.702839368457944e-9,4,0.9999999828689531,4.289563179016113,1.6519028998789154e-9,0.999999998348097
3,2l,10,3.349159172216787e-9,4,0.9999999837140356,4.289563179016113,1.4941198356776125e-9,0.9999999985058802
3,2l,11,3.1891524976401797e-9,4,0.9999999838509382,4.289563179016113,1.4227379950326714e-9,0.999999998577262
3,2l,12,8.449014821110268e-10,4,0.9999999980469304,4.289563179016113,3.769256696091678e-10,0.9999999996230743
3,2l,13,8.099978465736513e-10,4,0.9999999981056849,4.289563179016113,3.6135453323969605e-10,0.9999999996386455
3,2l,14,7.957203784769717e-10,4,0.9999999981387149,4.289563179016113,3.5498509924460064e-10,0.9999999996450148
3,2l,15,7.817892999639753e-10,4,0.999999998170373,4.289563179016113,3.4877019584098813e-10,0.9999999996512298
3,2l,16,7.676006497092658e-10,4,0.9999999982047562,4.289563179016113,3.4244038507447807e-10,0.9999999996575596
3,2l,17,7.541949287315219e-10,4,0.999999998235186,4.289563179016113,3.364598530679479e-10,0.9999999996635401
3,2l,18,7.404965529644869e-10,4,0.9999999982681564,4.289563179016113,3.30348762523229e-10,0.9999999996696513
3,2l,19,7.275038349519036e-10,4,0.999999998297844,4.289563179016113,3.2455247852962077e-10,0.9999999996754475
3,2l,20,7.142548774652369e-10,4,0.9999999983294975,4.289563179016113,3.1864188152154373e-10,0.9999999996813581
3,2l,21,7.016685010796664e-10,4,0.9999999983584333,4.289563179016113,3.1302687379871345e-10,0.9999999996869732
4,2l,1,0.8114182460030679,4,0.125,4.004542827606201,0.40374286259841996,0.59625713740158
4,2l,2,0.3686878783122116,4,0.24999462873126232,4.004542827606201,0.18345052028143255,0.8165494797185674
4,2l,3,0.20381929739865656,4,0.49997860914660264,4.004542827606201,0.10141574581282112,0.8985842541871789
4,2l,4,1.8984067626348633e-5,4,0.9999738577943466,4.004542827606201,9.446030878624104e-6,0.9999905539691214
4,2l,5,1.3165493659705874e-5,4,0.9999767007161288,4.004542827606201,6.550843691122643e-6,0.9999934491563088
4,2l,6,1.8386036249040671e-6,4,0.9999962812225519,4.004542827606201,9.148464362974074e-7,0.9999990851535637
4,2l,7,1.749898726366439e-6,4,0.9999964167063456,4.004542827606201,8.707089402052268e-7,0.9999991292910598
4,2l,8,7.087193054644558e-9,4,0.9999999834542544,4.004542827606201,3.526422564151972e-9,0.9999999964735774
4,2l,9,3.1096991648382755e-10,4,0.9999999998308688,4.004542827606201,1.5473140378790228e-10,0.9999999998452686
4,2l,10,9.085621144322431e-12,4,0.9999999999890029,4.004542827606201,4.520793939947465e-12,0.9999999999954792
4,2l,11,3.284039706841213e-12,4,0.9999999999978008,4.004542827606201,1.6340618400660591e-12,0.999999999998366
4,2l,12,2.1458390619955026e-12,4,0.9999999999987635,4.004542827606201,1.0677196499255168e-12,0.9999999999989323
4,2l,13,1.6284751325201796e-12,4,0.9999999999991809,4.004542827606201,8.102913816798159e-13,0.9999999999991898
4,2l,14,1.4055423491754482e-12,4,0.9999999999992201,4.004542827606201,6.993652094400374e-13,0.9999999999993007
4,2l,15,1.1075584893660562e-12,4,0.9999999999994368,4.004542827606201,5.510953656693376e-13,0.9999999999994489
4,2l,16,9.459100169806334e-13,4,0.999999999999482,4.004542827606201,4.706628423719684e-13,0.9999999999995294
4,2l,17,7.487344078072056e-13,4,0.9999999999995929,4.004542827606201,3.7255284142682563e-13,0.9999999999996274
4,2l,18,6.119549311733863e-13,4,0.999999999999661,4.004542827606201,3.044945524828978e-13,0.9999999999996955
4,2l,19,4.991562718714704e-13,4,0.9999999999997188,4.004542827606201,2.483685609512171e-13,0.9999999999997516
4,2l,20,4.0456527017340704e-13,4,0.9999999999997741,4.004542827606201,2.0130227671402025e-13,0.9999999999997987
4,2l,21,3.26405569239796e-13,4,0.9999999999998174,4.004542827606201,1.6241182588891864e-13,0.9999999999998376
5,2l,1,0.8721204693425255,4,0.12499999999999994,5.420551061630249,0.35507458257041524,0.6449254174295848
5,2l,2,0.495193301210342,4,0.24998714293680993,5.420551061630249,0.20161269102132562,0.7983873089786744
5,2l,3,0.152139119085831,4,0.4999726783435664,5.420551061630249,0.061941825815368494,0.9380581741846316
5,2l,4,2.2948330332894784e-5,4,0.9999726215812602,5.420551061630249,9.3431688626498e-6,0.9999906568311373
5,2l,5,1.4555595928111842e-5,4,0.999975066040524,5.420551061630249,5.926156224878249e-6,0.9999940738437751
5,2l,6,1.0423779087442853e-5,4,0.9999893752730226,5.420551061630249,4.243930899902247e-6,0.9999957560691001
5,2l,7,1.7497893800566544e-8,4,0.9999999735482178,5.420551061630249,7.12408154091547e-9,0.9999999928759185
5,2l,8,1.1267651256474664e-8,4,0.9999999803315566,5.420551061630249,4.5875044871471985e-9,0.9999999954124955
5,2l,9,1.3429923839680669e-9,4,0.9999999973641923,5.420551061630249,5.467850794652319e-10,0.9999999994532149
5,2l,10,1.166324814505515e-10,4,0.9999999998813112,5.420551061630249,4.748567557005845e-11,0.9999999999525143
5,2l,11,7.382316979942516e-11,4,0.9999999999413408,5.420551061630249,3.005631919213757e-11,0.9999999999699437
5,2l,12,1.1870948668502024e-11,4,0.9999999999909134,5.420551061630249,4.833130618251447e-12,0.9999999999951669
5,2l,13,2.729816372948335e-12,4,0.9999999999988451,5.420551061630249,1.1114157311881952e-12,0.9999999999988886
5,2l,14,7.100986465502501e-13,4,0.9999999999997093,5.420551061630249,2.891091189474417e-13,0.9999999999997109
5,2l,15,1.98507876802978e-13,4,0.9999999999998987,5.420551061630249,8.082037283896588e-14,0.9999999999999192
5,2l,16,5.861977570020827e-14,4,0.9999999999999561,5.420551061630249,2.386641882492952e-14,0.9999999999999761
5,2l,17,2.930988785010413e-14,4,0.9999999999999534,5.420551061630249,1.193320941246476e-14,0.9999999999999881
5,2l,18,1.3322676295501878e-14,4,0.9999999999999439,5.420551061630249,5.4241860965748916e-15,0.9999999999999946
5,2l,19,1.9095836023552692e-14,4,0.9999999999999376,5.420551061630249,7.774666738424011e-15,0.9999999999999922
5,2l,20,1.9095836023552692e-14,4,0.9999999999999336,5.420551061630249,7.774666738424011e-15,0.9999999999999922
5,2l,21,2.3092638912203256e-14,4,0.9999999999999307,5.420551061630249,9.401922567396479e-15,0.9999999999999906
6,2l,1,0.8886023255596682,4,0.12499999999999994,3.3430559635162354,0.31406325027126586,0.6859367497287342
6,2l,2,0.3971244896397428,4,0.24999268811286982,3.3430559635162354,0.1403577330275627,0.8596422669724373
6,2l,3,0.20063662330081966,4,0.4999919693936253,3.3430559635162354,0.07091202467607746,0.9290879753239225
6,2l,4,0.20060496432787822,4,0.5000154381859285,3.3430559635162354,0.07090083528386427,0.9290991647161357
6,2l,5,2.983582850868416e-5,4,0.9999780457199959,3.3430559635162354,1.0545028981408217e-5,0.9999894549710185
6,2l,6,5.862318313898385e-6,4,0.9999895193146744,3.3430559635162354,2.0719490494559417e-6,0.9999979280509506
6,2l,7,1.4616514318888107e-6,4,0.9999959693494471,3.3430559635162354,5.165989174893568e-7,0.9999994834010825
6,2l,8,1.2689312662850227e-6,4,0.9999962019227345,3.3430559635162354,4.4848484681750597e-7,0.9999995515151532
6,2l,9,9.17234732611405e-9,4,0.9999999849321576,3.3430559635162354,3.241829478717585e-9,0.9999999967581705
6,2l,10,6.414783371155863e-9,4,0.9999999883196908,3.3430559635162354,2.2672095912672673e-9,0.9999999977327904
6,2l,11,7.006435431833324e-10,4,0.9999999988113842,3.3430559635162354,2.4763201954838643e-10,0.999999999752368
6,2l,12,1.2811796068490366e-10,4,0.999999999604479,3.3430559635162354,4.528138402685875e-11,0.9999999999547187
6,2l,13,1.2485523726013525e-10,4,0.9999999996144737,3.3430559635162354,4.4128223052546e-11,0.9999999999558717
6,2l,14,1.2179590669347817e-10,4,0.9999999996239451,3.3430559635162354,4.3046948253030477e-11,0.9999999999569531
6,2l,15,1.187827614046455e-10,4,0.9999999996332409,3.3430559635162354,4.198199695172219e-11,0.999999999958018
6,2l,16,1.1589706971903979e-10,4,0.9999999996421648,3.3430559635162354,4.096209222719731e-11,0.9999999999590379
6,2l,17,1.1309442271567605e-10,4,0.999999999650815,3.3430559635162354,3.9971538408102746e-11,0.9999999999600284
6,2l,18,1.1043033154578552e-10,4,0.9999999996590332,3.3430559635162354,3.902995508362988e-11,0.99999999996097
6,2l,19,1.0793854698931682e-10,4,0.9999999996667059,3.3430559635162354,3.8149270964007056e-11,0.9999999999618507
6,2l,20,1.0562217767073889e-10,4,0.9999999996738637,3.3430559635162354,3.733058474622901e-11,0.9999999999626694
6,2l,21,1.0330669653058067e-10,4,0.9999999996810026,3.3430559635162354,3.651221244187803e-11,0.9999999999634878
7,2l,1,0.9420144855211472,4,0.12499999999999994,4.340194940567017,0.4189756639779794,0.5810243360220206
7,2l,2,0.5155810219271648,4,0.24999676989431416,4.340194940567017,0.2293127168600527,0.7706872831399473
7,2l,3,0.23060513584764797,4,0.49999491096767146,4.340194940567017,0.10256523800167347,0.8974347619983265
7,2l,4,0.23058480386901303,4,0.5000060849501466,4.340194940567017,0.10255619503643303,0.897443804963567
7,2l,5,1.4306256486129598e-6,4,0.9999986657093214,4.340194940567017,6.362931146434971e-7,0.9999993637068854
7,2l,6,1.1541624851396648e-6,4,0.9999991366310869,4.340194940567017,5.133318021987151e-7,0.9999994866681978
7,2l,7,3.3150594580533266e-7,4,0.9999996380056089,4.340194940567017,1.4744245008037013e-7,0.99999985255755
7,2l,8,1.0133924943644956e-7,4,0.9999998697265146,4.340194940567017,4.507221488868854e-8,0.9999999549277852
7,2l,9,1.7832603393941326e-8,4,0.9999999781030723,4.340194940567017,7.931329042460685e-9,0.999999992068671
7,2l,10,4.584079782432582e-9,4,0.9999999937191841,4.340194940567017,2.038841121970843e-9,0.9999999979611589
7,2l,11,1.7562165055551304e-9,4,0.9999999975841303,4.340194940567017,7.811047365125993e-10,0.9999999992188953
7,2l,12,6.548601660938402e-10,4,0.9999999991632781,4.340194940567017,2.912592928442153e-10,0.9999999997087408
7,2l,13,1.1689316181673348e-11,4,0.9999999999863833,4.340194940567017,5.19900604920707e-12,0.999999999994801
7,2l,14,6.088463067044358e-13,4,0.9999999999995385,4.340194940567017,2.7079390978887973e-13,0.9999999999997292
7,2l,15,4.75175454539567e-14,4,0.9999999999999486,4.340194940567017,2.1134170931736055e-14,0.9999999999999789
7,2l,16,6.794564910705958e-14,4,0.9999999999999232,4.340194940567017,3.0219889276220716e-14,0.9999999999999698
7,2l,17,5.995204332975845e-14,4,0.9999999999999333,4.340194940567017,2.666460818490063e-14,0.9999999999999734
7,2l,18,5.1514348342607263e-14,4,0.999999999999936,4.340194940567017,2.29118114773961e-14,0.9999999999999771
7,2l,19,5.1958437552457326e-14,4,0.9999999999999295,4.340194940567017,2.3109327093580547e-14,0.9999999999999769
7,2l,20,4.4853010194856324e-14,4,0.9999999999999376,4.340194940567017,1.994907723462936e-14,0.99999999999998
7,2l,21,3.552713678800501e-14,4,0.9999999999999427,4.340194940567017,1.580124929475593e-14,0.9999999999999842
8,2l,1,0.9147170328379974,4,0.125,3.27714204788208,0.3414183544984744,0.6585816455015255
8,2l,2,0.46110760416024243,4,0.2499860149355934,3.27714204788208,0.1721085251585185,0.8278914748414815
8,2l,3,0.048619757123955054,4,0.499970819819863,3.27714204788208,0.018147336145992735,0.9818526638540073
8,2l,4,0.04858863469375985,4,0.499976234315232,3.27714204788208,0.018135719691369304,0.9818642803086307
8,2l,5,0.04858297616361673,4,0.4999785861153311,3.27714204788208,0.018133607643620122,0.9818663923563798
8,2l,6,0.048582843679932264,4,0.4999787132686288,3.27714204788208,0.018133558194052744,0.9818664418059473
8,2l,7,5.189756169654558e-5,4,0.9996081387881915,3.27714204788208,1.937077749819901e-5,0.9999806292225017
8,2l,8,4.26224077365589e-7,4,0.9999975608498057,3.27714204788208,1.5908824031656853e-7,0.9999998409117596
8,2l,9,4.016798849093561e-8,4,0.9999999449632186,3.27714204788208,1.4992711452567597e-8,0.9999999850072886
8,2l,10,1.5385899221342925e-8,4,0.9999999729973212,3.27714204788208,5.742790618353564e-9,0.9999999942572094
8,2l,11,3.1109288478603503e-9,4,0.9999999934499889,3.27714204788208,1.1611549474518484e-9,0.999999998838845
8,2l,12,1.0117955362431985e-9,4,0.9999999962914031,3.27714204788208,3.776529294543432e-10,0.9999999996223471
8,2l,13,1.6133760993852775e-12,4,0.9999999999832865,3.27714204788208,6.021930206440634e-13,0.9999999999993978
8,2l,14,4.04121180963557e-14,4,0.9999999999994782,3.27714204788208,1.5083832887038196e-14,0.9999999999999849
8,2l,15,8.43769498715119e-15,4,0.9999999999999467,3.27714204788208,3.1493717016892934e-15,0.9999999999999969
8,2l,16,1.9095836023552692e-14,4,0.9999999999997904,3.27714204788208,7.127525430138927e-15,0.9999999999999929
8,2l,17,3.019806626980426e-14,4,0.9999999999997816,3.27714204788208,1.127143556394063e-14,0.9999999999999887
8,2l,18,5.329070518200751e-15,4,0.9999999999999722,3.27714204788208,1.989076864224817e-15,0.999999999999998
8,2l,19,1.6431300764452317e-14,4,0.9999999999999355,3.27714204788208,6.132986998026519e-15,0.9999999999999939
8,2l,20,1.7319479184152442e-14,4,0.9999999999998814,3.27714204788208,6.464499808730655e-15,0.9999999999999936
8,2l,21,8.881784197001252e-15,4,0.9999999999999261,3.27714204788208,3.3151281070413616e-15,0.9999999999999967
9,2l,1,0.5721533347457521,4,0.12499999999999989,3.7229180335998535,0.3254580717102964,0.6745419282897036
9,2l,2,0.32060305359761543,4,5.676804900050047e-7,3.7229180335998535,0.18236868558090213,0.8176313144190979
9,2l,3,0.23573088395645025,4,1.6764172911767105e-8,3.7229180335998535,0.1340908359279637,0.8659091640720363
9,2l,4,4.965591662076108e-6,4,0.9999844729045203,3.7229180335998535,2.824578288892013e-6,0.9999971754217111
9,2l,5,0.1700660806650114,4,6.316230190657953e-6,3.7229180335998535,0.09673871550736997,0.90326128449263
9,2l,6,4.149788863427872e-6,4,0.999985295743942,3.7229180335998535,2.3605250541732074e-6,0.9999976394749458
9,2l,7,1.4804849270966258e-6,4,0.9999965168298438,3.7229180335998535,8.421444747554255e-7,0.9999991578555253
9,2l,8,2.1492807023015814e-7,4,0.9999994646007695,3.7229180335998535,1.2225756811258672e-7,0.9999998777424319
9,2l,9,1.4412922633155745e-8,4,0.9999999602710511,3.7229180335998535,8.198505056308041e-9,0.9999999918014949
9,2l,10,2.3892698930438883e-9,4,0.9999999933277463,3.7229180335998535,1.3590887703749475e-9,0.9999999986409113
9,2l,11,2.0457613381097417e-10,4,0.9999999993348766,3.7229180335998535,1.1636907448534546e-10,0.999999999883631
9,2l,12,1.9950996410500466e-10,4,0.9999999993490197,3.7229180335998535,1.1348728437187063e-10,0.9999999998865127
9,2l,13,1.9932633321673165e-10,4,0.9999999993497916,3.7229180335998535,1.1338282958471059e-10,0.9999999998866171
9,2l,14,1.9915669113856893e-10,4,0.9999999993505057,3.7229180335998535,1.1328633205461352e-10,0.9999999998867136
9,2l,15,1.9896173597544475e-10,4,0.9999999993514141,3.7229180335998535,1.1317543567840248e-10,0.9999999998868245
9,2l,16,1.98709271259645e-10,4,0.9999999993526083,3.7229180335998535,1.1303182613426588e-10,0.9999999998869682
9,2l,17,1.6015233583743793e-10,4,0.9999999995563039,3.7229180335998535,9.109947847234727e-11,0.9999999999089005
9,2l,18,1.600579668803448e-10,4,0.9999999995565775,3.7229180335998535,9.104579856358908e-11,0.9999999999089542
9,2l,19,1.600934940171328e-10,4,0.999999999556075,3.7229180335998535,9.106600747041569e-11,0.999999999908934
9,2l,20,1.6025891724780195e-10,4,0.9999999995548108,3.7229180335998535,9.11601051928271e-11,0.9999999999088399
9,2l,21,1.605531263493276e-10,4,0.9999999995527753,3.7229180335998535,9.132746020248498e-11,0.9999999999086725
10,2l,1,0.7637311912958413,4,0.12499999999999992,3.624682903289795,0.38867109776600184,0.6113289022339982
10,2l,2,0.3115135680847265,4,0.24999753238901287,3.624682903289795,0.1585326379967036,0.8414673620032964
10,2l,3,0.016176493981636897,4,0.499991284256282,3.624682903289795,0.008232393472342094,0.9917676065276579
10,2l,4,1.4271114732178347e-5,4,0.9999784370715026,3.624682903289795,7.262725278889003e-6,0.9999927372747212
10,2l,5,1.1537601732225511e-5,4,0.9999836058857311,3.624682903289795,5.871610825848736e-6,0.9999941283891741
10,2l,6,1.0332458988848714e-5,4,0.9999844537194408,3.624682903289795,5.258300595271093e-6,0.9999947416994047
10,2l,7,1.0150556577492864e-5,4,0.9999846731294032,3.624682903289795,5.165728482577878e-6,0.9999948342715175
10,2l,8,1.0112097025949396e-5,4,0.9999847259932394,3.624682903289795,5.1461559991067966e-6,0.9999948538440009
10,2l,9,5.190973599189519e-6,4,0.9999830011629425,3.624682903289795,2.641742841284306e-6,0.9999973582571587
10,2l,10,2.314410219028673e-9,4,0.9999999400869911,3.624682903289795,1.1778284961551042e-9,0.9999999988221715
10,2l,11,1.7512169492306384e-10,4,0.9999999997770463,3.624682903289795,8.912133245848319e-11,0.9999999999108786
10,2l,12,1.8678392166293634e-12,4,0.9999999999978199,3.624682903289795,9.505636630421547e-13,0.9999999999990494
10,2l,13,3.1530333899354446e-14,4,0.9999999999998981,3.624682903289795,1.6046129357107226e-14,0.9999999999999839
10,2l,14,3.708144902248023e-14,4,0.9999999999996654,3.624682903289795,1.887115213124582e-14,0.9999999999999811
10,2l,15,5.3512749786932545e-14,4,0.9999999999992832,3.624682903289795,2.7233219542696067e-14,0.9999999999999728
10,2l,16,6.572520305780927e-14,4,0.9999999999987714,3.624682903289795,3.3448269645800975e-14,0.9999999999999666
10,2l,17,8.992806499463768e-14,4,0.9999999999981267,3.624682903289795,4.5765368941045254e-14,0.9999999999999543
10,2l,18,1.156852391659413e-13,4,0.9999999999973549,3.624682903289795,5.887347461304834e-14,0.9999999999999412
10,2l,19,1.467714838554457e-13,4,0.9999999999964304,3.624682903289795,7.469360214822448e-14,0.9999999999999253
10,2l,20,1.751931932858497e-13,4,0.9999999999954259,3.624682903289795,8.91577187518141e-14,0.9999999999999108
10,2l,21,2.05613304160579e-13,4,0.999999999994273,3.624682903289795,1.046388435540936e-13,0.9999999999998953
11,2l,1,1.0955055851879139,4,0.125,3.2653329372406006,0.4405291028244304,0.5594708971755695
11,2l,2,0.6668011830715399,4,0.2499951379909429,3.2653329372406006,0.26813676800231706,0.7318632319976829
11,2l,3,0.29194789705114665,4,0.49999174446889594,3.2653329372406006,0.11739926012094212,0.8826007398790578
11,2l,4,0.2919312499918685,4,0.5000017262258858,3.2653329372406006,0.11739256593865073,0.8826074340613492
11,2l,5,1.7451387979150468e-6,4,0.9999984449758171,3.2653329372406006,7.017622176866854e-7,0.9999992982377823
11,2l,6,9.063704080602974e-7,4,0.9999991768151267,3.2653329372406006,3.6447330628709314e-7,0.9999996355266937
11,2l,7,3.396908030417478e-7,4,0.9999997850821818,3.2653329372406006,1.3659782909826319e-7,0.999999863402171
11,2l,8,1.0694741092720506e-7,4,0.999999917760034,3.2653329372406006,4.3006122124951e-8,0.9999999569938779
11,2l,9,9.485034535572368e-9,4,0.9999999932460613,3.2653329372406006,3.814160156470311e-9,0.9999999961858398
11,2l,10,5.789111412468628e-10,4,0.999999999544994,3.2653329372406006,2.3279407162931294e-10,0.9999999997672059
11,2l,11,2.042144231495513e-10,4,0.9999999998454233,3.2653329372406006,8.211952346956682e-11,0.9999999999178805
11,2l,12,1.5587531265737198e-13,4,0.999999999999894,3.2653329372406006,6.268120634515158e-14,0.9999999999999373
11,2l,13,1.3322676295501878e-14,4,0.9999999999999857,3.2653329372406006,5.357368063688169e-15,0.9999999999999947
11,2l,14,1.0e-15,4,0.9999999999999967,3.2653329372406006,4.0212401358854397e-16,1.0000000000000007
11,2l,15,1.0e-15,4,1.0000000000000029,3.2653329372406006,4.0212401358854397e-16,1.000000000000003
11,2l,16,1.0e-15,4,1.000000000000001,3.2653329372406006,4.0212401358854397e-16,1.0000000000000022
11,2l,17,1.0e-15,4,1.0000000000000029,3.2653329372406006,4.0212401358854397e-16,1.000000000000004
11,2l,18,1.0e-15,4,1.0000000000000033,3.2653329372406006,4.0212401358854397e-16,1.0000000000000033
11,2l,19,1.0e-15,4,1.0000000000000036,3.2653329372406006,4.0212401358854397e-16,1.000000000000004
11,2l,20,1.0e-15,4,1.000000000000012,3.2653329372406006,4.0212401358854397e-16,1.0000000000000122
11,2l,21,1.0e-15,4,1.0000000000000135,3.2653329372406006,4.0212401358854397e-16,1.0000000000000138
12,2l,1,0.5944517707278081,4,0.1250000000000001,4.236351013183594,0.35713135958151065,0.6428686404184893
12,2l,2,0.3131796061216452,4,0.24999658828552082,4.236351013183594,0.18815026556399664,0.8118497344360034
12,2l,3,0.09703033426507068,4,0.49999491372982346,4.236351013183594,0.05829333329145739,0.9417066667085426
12,2l,4,0.09702797821563247,4,0.4999958778423666,4.236351013183594,0.05829191783745331,0.9417080821625466
12,2l,5,0.09702656094742879,4,0.4999965900425777,4.236351013183594,0.058291066379109004,0.941708933620891
12,2l,6,4.788021557011746e-7,4,0.9999991738438894,4.236351013183594,2.8765204051249294e-7,0.9999997123479595
12,2l,7,5.3453443227269304e-8,4,0.9999999162536765,4.236351013183594,3.2113456118896484e-8,0.9999999678865439
12,2l,8,1.589624898379327e-8,4,0.9999999583185557,4.236351013183594,9.550058207207774e-9,0.9999999904499418
12,2l,9,1.909388647192145e-9,4,0.9999999956494291,4.236351013183594,1.1471116701466883e-9,0.9999999988528884
12,2l,10,8.824874164758967e-11,4,0.9999999998749655,4.236351013183594,5.301757793971167e-11,0.9999999999469824
12,2l,11,2.880362615087506e-12,4,0.9999999999982341,4.236351013183594,1.730447897488004e-12,0.9999999999982696
12,2l,12,1.716182751465567e-12,4,0.9999999999989356,4.236351013183594,1.0310385291153857e-12,0.9999999999989689
12,2l,13,1.865174681370263e-14,4,0.9999999999999553,4.236351013183594,1.1205490548025927e-14,0.9999999999999888
12,2l,14,7.993605777301127e-15,4,0.9999999999999609,4.236351013183594,4.8023530920111116e-15,0.9999999999999952
